注文ID,注文日,顧客ID,顧客タイプ,商品カテゴリ,商品名,単価,数量,売上金額,都道府県,支払方法
K004363,2024-09-25,C0087,法人,文具,クリアファイル（20枚）,518,10,5180,埼玉,銀行振込
K001991,2024-09-25,C0138,法人,OA用品,LANケーブル（5m）,2460,17,41820,大阪,請求書払い
K004939,2024-09-25,C0135,個人,食品飲料,ミネラルウォーター（24本）,402,5,2010,福岡,請求書払い
K004622,2024-09-25,C0076,個人,生活用品,紙コップ（100個）,1220,12,14640,北海道,請求書払い
K000919,2024-09-25,C0260,法人,OA用品,LANケーブル（5m）,1732,3,5196,福岡,請求書払い
K002502,2024-09-25,C0295,法人,文具,付箋セット,515,10,5150,東京,銀行振込
K002839,2024-09-25,C0031,個人,食品飲料,ミネラルウォーター（24本）,207,4,828,神奈川,代金引換
K002902,2024-09-25,C0293,個人,文具,クリアファイル（20枚）,1337,24,32088,埼玉,代金引換
K001179,2024-09-25,C0130,法人,生活用品,ウェットティッシュ,1231,13,16003,埼玉,請求書払い
K003423,2024-09-25,C0031,個人,食品飲料,ミネラルウォーター（24本）,388,5,1940,大阪,クレジットカード
K000093,2024-09-25,C0120,個人,食品飲料,ミネラルウォーター（24本）,821,11,9031,神奈川,クレジットカード
K003421,2024-09-25,C0216,法人,文具,ボールペン（10本）,749,3,2247,東京,請求書払い
K001510,2024-09-25,C0237,個人,文具,修正テープ,184,9,1656,東京,クレジットカード
K001245,2024-09-25,C0289,法人,OA用品,トナーカートリッジ,1758,1,1758,東京,請求書払い
K002638,2024-09-25,C0273,個人,オフィス家具,デスクトップワゴン,14798,2,29596,大阪,代金引換
K000432,2024-09-25,C0146,個人,文具,付箋セット,470,16,7520,福岡,代金引換
K000158,2024-09-25,C0112,法人,文具,修正テープ,443,6,2658,埼玉,クレジットカード
K002188,2024-09-25,C0179,法人,食品飲料,ドリップコーヒー（50杯）,806,7,5642,東京,請求書払い
K001690,2024-09-25,C0121,個人,OA用品,USBメモリ32GB,2562,11,28182,東京,クレジットカード
K004063,2024-09-25,C0032,法人,文具,修正テープ,572,6,3432,大阪,請求書払い
K004815,2024-09-26,C0046,個人,生活用品,ウェットティッシュ,1393,6,8358,東京,クレジットカード
K004079,2024-09-26,C0044,法人,文具,付箋セット,1530,6,9180,大阪,請求書払い
K000689,2024-09-26,C0210,法人,OA用品,LANケーブル（5m）,3288,7,23016,東京,請求書払い
K002705,2024-09-26,C0175,個人,文具,クリアファイル（20枚）,1481,9,13329,福岡,クレジットカード
K002893,2024-09-26,C0023,法人,オフィス家具,書庫（スチール）,8148,2,16296,東京,請求書払い
K000077,2024-09-26,C0020,個人,生活用品,ゴミ袋（90L・50枚）,666,6,3996,東京,クレジットカード
K001743,2024-09-26,C0040,個人,文具,ノート（A4・5冊）,366,3,1098,北海道,代金引換
K000550,2024-09-26,C0141,個人,生活用品,トイレットペーパー（12ロール）,898,10,8980,大阪,請求書払い
K001206,2024-09-26,C0185,法人,食品飲料,ミネラルウォーター（24本）,158,23,3634,福岡,請求書払い
K001057,2024-09-26,C0205,個人,OA用品,LANケーブル（5m）,7050,4,28200,東京,クレジットカード
K003651,2024-09-26,C0292,法人,生活用品,トイレットペーパー（12ロール）,3708,4,14832,神奈川,請求書払い
K001243,2024-09-26,C0270,個人,生活用品,紙コップ（100個）,3184,7,22288,大阪,クレジットカード
K002655,2024-09-26,C0208,個人,文具,付箋セット,251,3,753,北海道,クレジットカード
K001063,2024-09-26,C0046,個人,食品飲料,ドリップコーヒー（50杯）,652,7,4564,東京,クレジットカード
K000982,2024-09-26,C0171,個人,文具,ノート（A4・5冊）,2749,6,16494,大阪,クレジットカード
K002816,2024-09-26,C0166,法人,食品飲料,ドリップコーヒー（50杯）,293,4,1172,神奈川,請求書払い
K002540,2024-09-26,C0291,法人,文具,クリアファイル（20枚）,377,32,12064,大阪,銀行振込
K000095,2024-09-26,C0248,個人,OA用品,コピー用紙（A4・500枚）,2802,4,11208,愛知,クレジットカード
K001818,2024-09-26,C0153,法人,文具,修正テープ,666,16,10656,福岡,請求書払い
K000297,2024-09-26,C0098,法人,OA用品,コピー用紙（A4・500枚）,2000,14,28000,大阪,請求書払い
K004990,2024-09-26,C0024,個人,OA用品,USBメモリ32GB,7670,1,7670,埼玉,代金引換
K002080,2024-09-26,C0169,法人,オフィス家具,デスクトップワゴン,14497,2,28994,東京,クレジットカード
K000071,2024-09-26,C0014,法人,生活用品,ゴミ袋（90L・50枚）,1069,11,11759,愛知,請求書払い
K000535,2024-09-26,C0211,法人,文具,クリアファイル（20枚）,886,3,2658,愛知,銀行振込
K004685,2024-09-27,C0133,法人,文具,ボールペン（10本）,500,10,5000,神奈川,クレジットカード
K002008,2024-09-27,C0049,個人,文具,修正テープ,306,3,918,東京,代金引換
K004758,2024-09-27,C0083,個人,オフィス家具,書庫（スチール）,5663,1,5663,大阪,請求書払い
K001387,2024-09-27,C0095,法人,オフィス家具,書庫（スチール）,7119,1,7119,東京,請求書払い
K002711,2024-09-27,C0048,法人,オフィス家具,会議用テーブル,5159,1,5159,北海道,請求書払い
K001242,2024-09-27,C0245,法人,OA用品,USBメモリ32GB,5702,5,28510,愛知,クレジットカード
K003376,2024-09-27,C0205,個人,食品飲料,緑茶ペット（24本）,608,4,2432,東京,クレジットカード
K004853,2024-09-27,C0057,法人,文具,クリアファイル（20枚）,464,6,2784,東京,請求書払い
K002699,2024-09-27,C0198,法人,食品飲料,ドリップコーヒー（50杯）,298,14,4172,北海道,請求書払い
K000861,2024-09-27,C0292,法人,OA用品,LANケーブル（5m）,1660,7,11620,埼玉,請求書払い
K001806,2024-09-27,C0026,法人,文具,ボールペン（10本）,407,16,6512,東京,請求書払い
K002700,2024-09-27,C0205,個人,食品飲料,個包装菓子アソート,1205,18,21690,東京,クレジットカード
K003683,2024-09-27,C0167,法人,オフィス家具,書庫（スチール）,3479,3,10437,東京,請求書払い
K003569,2024-09-27,C0236,法人,文具,クリアファイル（20枚）,628,8,5024,大阪,請求書払い
K002091,2024-09-27,C0196,法人,文具,修正テープ,392,10,3920,東京,請求書払い
K000394,2024-09-27,C0127,個人,OA用品,USBメモリ32GB,7620,1,7620,神奈川,クレジットカード
K002596,2024-09-27,C0089,個人,文具,修正テープ,1074,9,9666,大阪,代金引換
K003693,2024-09-27,C0218,個人,文具,クリアファイル（20枚）,952,16,15232,東京,請求書払い
K000451,2024-09-27,C0211,法人,オフィス家具,オフィスチェア,5124,2,10248,埼玉,銀行振込
K001861,2024-09-27,C0086,個人,生活用品,トイレットペーパー（12ロール）,2080,2,4160,大阪,クレジットカード
K003320,2024-09-27,C0260,法人,生活用品,ウェットティッシュ,288,2,576,東京,請求書払い
K000052,2024-09-27,C0130,法人,生活用品,ハンドソープ詰替,1103,10,11030,大阪,請求書払い
K002261,2024-09-27,C0110,法人,OA用品,LANケーブル（5m）,6192,1,6192,東京,請求書払い
K001824,2024-09-27,C0018,個人,文具,ノート（A4・5冊）,503,10,5030,神奈川,クレジットカード
K001563,2024-09-28,C0141,個人,文具,ノート（A4・5冊）,416,2,832,大阪,クレジットカード
K002937,2024-09-28,C0285,法人,オフィス家具,オフィスチェア,13293,3,39879,大阪,請求書払い
K004150,2024-09-28,C0125,法人,文具,付箋セット,545,6,3270,北海道,請求書払い
K001177,2024-09-28,C0031,個人,文具,クリアファイル（20枚）,1453,3,4359,東京,代金引換
K001713,2024-09-28,C0034,法人,文具,クリアファイル（20枚）,796,10,7960,大阪,銀行振込
K004055,2024-09-28,C0077,法人,生活用品,ウェットティッシュ,1409,2,2818,愛知,銀行振込
K001273,2024-09-28,C0011,法人,OA用品,USBメモリ32GB,2162,10,21620,愛知,クレジットカード
K000200,2024-09-28,C0011,法人,文具,ノート（A4・5冊）,779,6,4674,東京,クレジットカード
K002723,2024-09-28,C0057,法人,文具,ボールペン（10本）,522,6,3132,東京,クレジットカード
K001099,2024-09-28,C0230,法人,オフィス家具,会議用テーブル,12145,2,24290,愛知,銀行振込
K004489,2024-09-28,C0273,個人,OA用品,USBメモリ32GB,1402,4,5608,東京,クレジットカード
K002875,2024-09-28,C0067,個人,オフィス家具,デスクトップワゴン,10038,1,10038,大阪,クレジットカード
K003472,2024-09-28,C0079,個人,文具,ノート（A4・5冊）,454,6,2724,神奈川,クレジットカード
K004438,2024-09-29,C0115,個人,生活用品,紙コップ（100個）,886,9,7974,福岡,請求書払い
K002722,2024-09-29,C0158,法人,OA用品,トナーカートリッジ,1910,17,32470,北海道,銀行振込
K003325,2024-09-29,C0070,法人,文具,ノート（A4・5冊）,938,27,25326,愛知,請求書払い
K003923,2024-09-29,C0252,法人,文具,付箋セット,1076,10,10760,東京,銀行振込
K004602,2024-09-29,C0109,個人,生活用品,ゴミ袋（90L・50枚）,1727,2,3454,大阪,代金引換
K002746,2024-09-29,C0050,法人,オフィス家具,書庫（スチール）,3962,1,3962,埼玉,請求書払い
K002643,2024-09-29,C0110,法人,文具,ノート（A4・5冊）,415,16,6640,北海道,銀行振込
K004798,2024-09-29,C0194,法人,文具,ノート（A4・5冊）,335,15,5025,愛知,請求書払い
K004583,2024-09-29,C0282,個人,文具,ボールペン（10本）,723,2,1446,北海道,クレジットカード
K001649,2024-09-29,C0238,法人,OA用品,電卓,2258,3,6774,埼玉,請求書払い
K004310,2024-09-29,C0101,個人,OA用品,電卓,3690,7,25830,東京,クレジットカード
K001470,2024-09-29,C0281,法人,OA用品,トナーカートリッジ,2202,6,13212,埼玉,銀行振込
K003966,2024-09-30,C0181,個人,文具,付箋セット,355,3,1065,大阪,クレジットカード
K001775,2024-09-30,C0035,法人,文具,付箋セット,374,3,1122,愛知,請求書払い
K000026,2024-09-30,C0106,個人,文具,クリアファイル（20枚）,1108,12,13296,東京,代金引換
K002378,2024-09-30,C0271,個人,生活用品,ゴミ袋（90L・50枚）,1222,5,6110,大阪,クレジットカード
K002066,2024-09-30,C0071,個人,生活用品,紙コップ（100個）,1128,8,9024,神奈川,クレジットカード
K004707,2024-09-30,C0113,法人,文具,ノート（A4・5冊）,599,12,7188,大阪,銀行振込
K000760,2024-09-30,C0249,個人,文具,ノート（A4・5冊）,365,20,7300,大阪,請求書払い
K003190,2024-09-30,C0195,個人,オフィス家具,書庫（スチール）,6734,5,33670,神奈川,クレジットカード
K001772,2024-09-30,C0280,法人,オフィス家具,デスクトップワゴン,12173,1,12173,福岡,クレジットカード
K004351,2024-09-30,C0266,個人,生活用品,トイレットペーパー（12ロール）,2160,4,8640,愛知,クレジットカード
K001900,2024-09-30,C0153,法人,文具,付箋セット,615,16,9840,東京,クレジットカード
K003149,2024-09-30,C0136,法人,生活用品,トイレットペーパー（12ロール）,503,5,2515,大阪,請求書払い
K002847,2024-09-30,C0047,法人,文具,ボールペン（10本）,675,6,4050,東京,請求書払い
K003415,2024-09-30,C0221,個人,OA用品,LANケーブル（5m）,4662,6,27972,大阪,代金引換
K002736,2024-09-30,C0049,個人,食品飲料,ミネラルウォーター（24本）,804,4,3216,福岡,クレジットカード
K001081,2024-09-30,C0051,法人,OA用品,LANケーブル（5m）,2202,7,15414,東京,請求書払い
K002189,2024-09-30,C0241,法人,OA用品,USBメモリ32GB,2645,1,2645,神奈川,銀行振込
K003020,2024-09-30,C0020,個人,生活用品,ウェットティッシュ,1372,2,2744,東京,代金引換
K002973,2024-09-30,C0122,法人,文具,クリアファイル（20枚）,245,8,1960,大阪,クレジットカード
K000572,2024-09-30,C0181,個人,オフィス家具,オフィスチェア,8673,1,8673,埼玉,クレジットカード
K001960,2024-09-30,C0213,法人,OA用品,USBメモリ32GB,1922,4,7688,神奈川,請求書払い
K001945,2024-09-30,,法人,文具,付箋セット,370,26,9620,愛知,クレジットカード
K000649,2024-09-30,C0187,個人,生活用品,ハンドソープ詰替,877,9,7893,埼玉,代金引換
K002621,2024-09-30,C0261,個人,文具,クリアファイル（20枚）,515,3,1545,東京,クレジットカード
K001943,2024-09-30,C0138,法人,生活用品,トイレットペーパー（12ロール）,553,8,4424,大阪,請求書払い
K001042,2024-10-01,C0177,個人,生活用品,トイレットペーパー（12ロール）,931,1,931,東京,クレジットカード
K002478,2024-10-01,C0128,法人,食品飲料,スティックスープ,850,25,21250,福岡,請求書払い
K000421,2024-10-01,C0039,個人,生活用品,ゴミ袋（90L・50枚）,1292,5,6460,神奈川,クレジットカード
K004125,2024-10-01,C0015,個人,OA用品,電卓,3838,5,19190,埼玉,クレジットカード
K000422,2024-10-01,C0036,個人,OA用品,コピー用紙（A4・500枚）,2075,3,6225,埼玉,請求書払い
K001328,2024-10-01,C0227,法人,オフィス家具,デスクトップワゴン,11872,3,35616,東京,銀行振込
K001675,2024-10-01,C0006,個人,オフィス家具,デスクトップワゴン,9849,1,9849,大阪,代金引換
K003280,2024-10-01,C0269,法人,生活用品,トイレットペーパー（12ロール）,1066,24,25584,東京,請求書払い
K000756,2024-10-02,C0159,法人,OA用品,コピー用紙（A4・500枚）,1332,1,1332,大阪,請求書払い
K003265,2024-10-02,C0249,個人,生活用品,ウェットティッシュ,1208,6,7248,北海道,クレジットカード
K003629,2024-10-02,C0049,個人,OA用品,電卓,3195,2,6390,東京,代金引換
K001925,2024-10-02,C0152,法人,文具,ボールペン（10本）,305,10,3050,東京,銀行振込
K002561,2024-10-02,C0026,法人,OA用品,LANケーブル（5m）,2872,14,40208,東京,請求書払い
K002241,2024-10-02,C0210,法人,OA用品,LANケーブル（5m）,2475,3,7425,東京,クレジットカード
K001214,2024-10-02,C0212,法人,生活用品,トイレットペーパー（12ロール）,1195,10,11950,福岡,請求書払い
K004945,2024-10-02,C0020,個人,生活用品,紙コップ（100個）,524,3,1572,大阪,代金引換
K002096,2024-10-02,C0101,個人,OA用品,コピー用紙（A4・500枚）,2220,9,19980,東京,クレジットカード
K002105,2024-10-02,C0065,法人,OA用品,LANケーブル（5m）,3968,1,3968,神奈川,請求書払い
K002801,2024-10-02,C0037,法人,文具,クリアファイル（20枚）,1232,6,7392,福岡,銀行振込
K002480,2024-10-02,C0065,法人,文具,クリアファイル（20枚）,1119,20,22380,愛知,クレジットカード
K002784,2024-10-02,C0181,個人,文具,修正テープ,1139,6,6834,神奈川,クレジットカード
K000231,2024-10-02,C0078,法人,文具,ノート（A4・5冊）,391,15,5865,埼玉,クレジットカード
K004038,2024-10-02,C0252,法人,文具,付箋セット,1257,10,12570,福岡,クレジットカード
K000280,2024-10-03,C0246,法人,生活用品,紙コップ（100個）,1445,4,5780,大阪,銀行振込
K001147,2024-10-03,C0087,法人,食品飲料,ドリップコーヒー（50杯）,726,2,1452,東京,請求書払い
K001479,2024-10-03,C0284,法人,食品飲料,ミネラルウォーター（24本）,364,14,5096,埼玉,請求書払い
K000309,2024-10-03,C0196,法人,生活用品,ゴミ袋（90L・50枚）,458,2,916,東京,請求書払い
K004430,2024-10-03,C0213,法人,OA用品,USBメモリ32GB,2068,10,20680,東京,請求書払い
K001251,2024-10-03,C0093,個人,食品飲料,緑茶ペット（24本）,278,5,1390,大阪,クレジットカード
K001262,2024-10-03,,個人,OA用品,トナーカートリッジ,5222,2,10444,東京,クレジットカード
